category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,privacyNum,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,frequency,imagePath,originCategory,datasetName,id,nationality,bbox
Building,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",67,Male,0,Prolific,4,9,6,4,9,0,5337819360fbbe51.jpg,Building,OpenImages,5337819360fbbe51_5c4cdcb14cb4630001ec4955_Building,UK,"[0, 0, 0, 0]"
Fountain,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",67,Male,0,Prolific,4,9,6,4,9,0,5337819360fbbe51.jpg,Fountain,OpenImages,5337819360fbbe51_5c4cdcb14cb4630001ec4955_Fountain,UK,"[0, 0, 0, 0]"
Object 0,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",67,Male,0,Prolific,4,9,6,4,9,0,5337819360fbbe51.jpg,Object 0,OpenImages,5337819360fbbe51_5c4cdcb14cb4630001ec4955_Object 0,UK,"[0, 0, 0, 0]"
Sewing machine,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",54,Female,5,CrowdWorks,5,8,9,3,10,1,403f19bb9f019cd9.jpg,Sewing machine,OpenImages,403f19bb9f019cd9_miomio33379_Sewing machine,Japan,"[0, 0, 0, 0]"
Clothing,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",54,Female,5,CrowdWorks,5,8,9,3,10,1,403f19bb9f019cd9.jpg,Clothing,OpenImages,403f19bb9f019cd9_miomio33379_Clothing,Japan,"[0, 0, 0, 0]"
Sewing machine,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",47,Male,3,CrowdWorks,4,6,3,6,4,1,403f19bb9f019cd9.jpg,Sewing machine,OpenImages,403f19bb9f019cd9_shinmiko_Sewing machine,Japan,"[0, 0, 0, 0]"
Clothing,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",47,Male,3,CrowdWorks,4,6,3,6,4,1,403f19bb9f019cd9.jpg,Clothing,OpenImages,403f19bb9f019cd9_shinmiko_Clothing,Japan,"[0, 0, 0, 0]"
Sewing machine,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",22,Male,7,Prolific,6,9,4,6,10,1,403f19bb9f019cd9.jpg,Sewing machine,OpenImages,403f19bb9f019cd9_64012a030552c76924b5c0fd_Sewing machine,UK,"[0, 0, 0, 0]"
Clothing,"[0, 0, 1, 0, 0, 0]",2,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",22,Male,7,Prolific,6,9,4,6,10,1,403f19bb9f019cd9.jpg,Clothing,OpenImages,403f19bb9f019cd9_64012a030552c76924b5c0fd_Clothing,UK,"[0, 0, 0, 0]"
Sewing machine,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",37,Male,6,Prolific,3,7,7,7,8,0,403f19bb9f019cd9.jpg,Sewing machine,OpenImages,403f19bb9f019cd9_634d7250a9dbe47b2b1d110f_Sewing machine,UK,"[0, 0, 0, 0]"
Clothing,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",37,Male,6,Prolific,3,7,7,7,8,0,403f19bb9f019cd9.jpg,Clothing,OpenImages,403f19bb9f019cd9_634d7250a9dbe47b2b1d110f_Clothing,UK,"[0, 0, 0, 0]"
Person,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",46,Female,5,CrowdWorks,8,7,6,8,5,1,21977851c6ca69ad.jpg,Person,OpenImages,21977851c6ca69ad_ma20020607_Person,Japan,"[0, 0, 0, 0]"
Person,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",31,Male,7,CrowdWorks,6,4,5,6,7,0,21977851c6ca69ad.jpg,Person,OpenImages,21977851c6ca69ad_古式_Person,Japan,"[0, 0, 0, 0]"
Person,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",54,Male,3,Prolific,6,7,7,2,8,3,21977851c6ca69ad.jpg,Person,OpenImages,21977851c6ca69ad_6321ddc7c6363a9c0b934d8d_Person,UK,"[0, 0, 0, 0]"
Person,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",58,Male,5,Prolific,4,8,9,4,8,1,21977851c6ca69ad.jpg,Person,OpenImages,21977851c6ca69ad_60f5df9db9380d875c320307_Person,UK,"[0, 0, 0, 0]"
identity,"[1, 0, 1, 1, 0, 0]",3,"[0, 1, 1, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",38,Male,10,CrowdWorks,6,6,6,7,6,0,00018457a4aafe75.jpg,identity,OpenImages,00018457a4aafe75_St. Leonard_identity,Japan,"[0, 0, 0, 0]"
identity,"[1, 1, 1, 1, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",39,Female,5,CrowdWorks,3,4,5,9,8,1,00018457a4aafe75.jpg,identity,OpenImages,00018457a4aafe75_himawari252525_identity,Japan,"[0, 0, 0, 0]"
identity,"[1, 0, 0, 0, 1, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",38,Male,6,Prolific,3,6,5,6,8,1,00018457a4aafe75.jpg,identity,OpenImages,00018457a4aafe75_63ea52b8342eff8b95ef0f95_identity,UK,"[0, 0, 0, 0]"
Food,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",42,Female,7,CrowdWorks,5,7,6,8,5,0,026fa3777c04b863.jpg,Food,OpenImages,026fa3777c04b863_kuwanomi_Food,Japan,"[0, 0, 0, 0]"
Food,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",50,Male,7,CrowdWorks,8,3,6,7,7,0,026fa3777c04b863.jpg,Food,OpenImages,026fa3777c04b863_koubai26_Food,Japan,"[0, 0, 0, 0]"
Food,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",41,Female,1,Prolific,8,9,9,5,8,0,026fa3777c04b863.jpg,Food,OpenImages,026fa3777c04b863_5e9ffa9ee172201b04f1a4c6_Food,UK,"[0, 0, 0, 0]"
Food,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",43,Female,3,Prolific,4,6,6,7,7,1,026fa3777c04b863.jpg,Food,OpenImages,026fa3777c04b863_5d530ab1d103e90001c68e6a_Food,UK,"[0, 0, 0, 0]"
Car,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",47,Male,5,CrowdWorks,7,9,4,5,8,2,02a6ef3d9bd68e91.jpg,Car,OpenImages,02a6ef3d9bd68e91_north_island_Car,Japan,"[0, 0, 0, 0]"
Vehicle registration plate,"[0, 0, 0, 1, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",47,Male,5,CrowdWorks,7,9,4,5,8,2,02a6ef3d9bd68e91.jpg,Vehicle registration plate,OpenImages,02a6ef3d9bd68e91_north_island_Vehicle registration plate,Japan,"[0, 0, 0, 0]"
Car,"[1, 0, 0, 1, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",26,Female,9,CrowdWorks,6,4,4,6,8,2,02a6ef3d9bd68e91.jpg,Car,OpenImages,02a6ef3d9bd68e91_RubyLip_Car,Japan,"[0, 0, 0, 0]"
Vehicle registration plate,"[1, 0, 0, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",26,Female,9,CrowdWorks,6,4,4,6,8,2,02a6ef3d9bd68e91.jpg,Vehicle registration plate,OpenImages,02a6ef3d9bd68e91_RubyLip_Vehicle registration plate,Japan,"[0, 0, 0, 0]"
Car,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",34,Female,3,Prolific,4,10,5,10,6,2,02a6ef3d9bd68e91.jpg,Car,OpenImages,02a6ef3d9bd68e91_6317e52a0ba8a60f3075a6ef_Car,UK,"[0, 0, 0, 0]"
Vehicle registration plate,"[0, 0, 0, 0, 1, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",34,Female,3,Prolific,4,10,5,10,6,2,02a6ef3d9bd68e91.jpg,Vehicle registration plate,OpenImages,02a6ef3d9bd68e91_6317e52a0ba8a60f3075a6ef_Vehicle registration plate,UK,"[0, 0, 0, 0]"
Car,"[1, 0, 0, 0, 1, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",19,Male,4,Prolific,6,6,9,8,8,1,02a6ef3d9bd68e91.jpg,Car,OpenImages,02a6ef3d9bd68e91_62fb850eda4bba209ce63bee_Car,UK,"[0, 0, 0, 0]"
Vehicle registration plate,"[1, 0, 0, 0, 1, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",19,Male,4,Prolific,6,6,9,8,8,1,02a6ef3d9bd68e91.jpg,Vehicle registration plate,OpenImages,02a6ef3d9bd68e91_62fb850eda4bba209ce63bee_Vehicle registration plate,UK,"[0, 0, 0, 0]"
horse,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",21,Female,5,CrowdWorks,4,5,8,8,7,2,121031.jpg,horse,LVIS,121031_Tamura1212_horse,Japan,"[0, 0, 0, 0]"
horse,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",36,Female,5,CrowdWorks,3,6,5,9,4,2,121031.jpg,horse,LVIS,121031_maida0493_horse,Japan,"[0, 0, 0, 0]"
horse,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",21,Male,0,Prolific,2,6,6,8,6,2,121031.jpg,horse,LVIS,121031_63e5747f1eb29ec68ae2ddd6_horse,UK,"[0, 0, 0, 0]"
horse,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",38,Female,8,Prolific,5,6,5,8,7,2,121031.jpg,horse,LVIS,121031_5f3483c9be9b7c3a6d9c2d79_horse,UK,"[0, 0, 0, 0]"
Convenience store,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",30,Female,9,CrowdWorks,2,3,7,10,9,0,051ea30a7abae758.jpg,Convenience store,OpenImages,051ea30a7abae758_yoimachigusa_Convenience store,Japan,"[0, 0, 0, 0]"
Convenience store,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",45,Female,5,CrowdWorks,4,6,8,4,6,1,051ea30a7abae758.jpg,Convenience store,OpenImages,051ea30a7abae758_wakamechan_Convenience store,Japan,"[0, 0, 0, 0]"
Convenience store,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",35,Female,5,Prolific,5,4,8,9,8,1,051ea30a7abae758.jpg,Convenience store,OpenImages,051ea30a7abae758_5588b2bffdf99b7a7714efd1_Convenience store,UK,"[0, 0, 0, 0]"
Convenience store,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",53,Female,0,Prolific,7,9,10,2,6,1,051ea30a7abae758.jpg,Convenience store,OpenImages,051ea30a7abae758_615eca41d537883c96fc9eec_Convenience store,UK,"[0, 0, 0, 0]"
Object 0,"[1, 1, 0, 0, 0, 0]",4,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 1, 0, 0, 0]",42,Male,5,CrowdWorks,4,6,10,8,6,1,153985.jpg,Object 0,LVIS,153985_skyseapegasasu_Object 0,Japan,"[0, 0, 0, 0]"
Object 1,"[1, 0, 0, 0, 0, 0]",4,"[0, 0, 1, 0, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0]",42,Male,5,CrowdWorks,4,6,10,8,6,1,153985.jpg,Object 1,LVIS,153985_skyseapegasasu_Object 1,Japan,"[0, 0, 0, 0]"
Object 0,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",49,Male,4,CrowdWorks,5,3,6,8,8,0,153985.jpg,Object 0,LVIS,153985_kems_Object 0,Japan,"[0, 0, 0, 0]"
Object 1,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",49,Male,4,CrowdWorks,5,3,6,8,8,0,153985.jpg,Object 1,LVIS,153985_kems_Object 1,Japan,"[0, 0, 0, 0]"
Object 0,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",23,Male,2,Prolific,7,6,9,4,9,0,153985.jpg,Object 0,LVIS,153985_63d3f928e97451dbc1c745da_Object 0,UK,"[0, 0, 0, 0]"
Object 1,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",23,Male,2,Prolific,7,6,9,4,9,0,153985.jpg,Object 1,LVIS,153985_63d3f928e97451dbc1c745da_Object 1,UK,"[0, 0, 0, 0]"
Object 0,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",25,Male,5,Prolific,6,7,8,6,6,2,153985.jpg,Object 0,LVIS,153985_63db68bd532d28fda6787021_Object 0,UK,"[0, 0, 0, 0]"
Object 1,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",25,Male,5,Prolific,6,7,8,6,6,2,153985.jpg,Object 1,LVIS,153985_63db68bd532d28fda6787021_Object 1,UK,"[0, 0, 0, 0]"
Person,"[1, 0, 0, 1, 0, 0]",3,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",35,Other,3,CrowdWorks,4,4,4,9,6,2,0182bd2e43596b71.jpg,Person,OpenImages,0182bd2e43596b71_ことこ10_Person,Japan,"[0, 0, 0, 0]"
Human body,"[1, 0, 0, 1, 0, 0]",3,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",35,Other,3,CrowdWorks,4,4,4,9,6,2,0182bd2e43596b71.jpg,Human body,OpenImages,0182bd2e43596b71_ことこ10_Human body,Japan,"[0, 0, 0, 0]"
Mammal,"[1, 0, 0, 1, 0, 0]",3,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",35,Other,3,CrowdWorks,4,4,4,9,6,2,0182bd2e43596b71.jpg,Mammal,OpenImages,0182bd2e43596b71_ことこ10_Mammal,Japan,"[0, 0, 0, 0]"
Woman,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",35,Other,3,CrowdWorks,4,4,4,9,6,2,0182bd2e43596b71.jpg,Woman,OpenImages,0182bd2e43596b71_ことこ10_Woman,Japan,"[0, 0, 0, 0]"
Man,"[1, 0, 0, 1, 0, 0]",3,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",35,Other,3,CrowdWorks,4,4,4,9,6,2,0182bd2e43596b71.jpg,Man,OpenImages,0182bd2e43596b71_ことこ10_Man,Japan,"[0, 0, 0, 0]"
Person,"[1, 1, 0, 1, 0, 0]",3,"[0, 1, 0, 1, 0, 0, 0]","[0, 1, 0, 1, 0, 0, 0]",26,Female,4,CrowdWorks,6,6,7,9,7,2,0182bd2e43596b71.jpg,Person,OpenImages,0182bd2e43596b71_naka24_cw_Person,Japan,"[0, 0, 0, 0]"
Human body,"[1, 0, 0, 0, 0, 0]",3,"[0, 1, 0, 1, 0, 0, 0]","[0, 1, 0, 1, 0, 0, 0]",26,Female,4,CrowdWorks,6,6,7,9,7,2,0182bd2e43596b71.jpg,Human body,OpenImages,0182bd2e43596b71_naka24_cw_Human body,Japan,"[0, 0, 0, 0]"
Mammal,"[1, 0, 0, 1, 0, 0]",3,"[0, 1, 0, 1, 0, 0, 0]","[0, 1, 0, 1, 0, 0, 0]",26,Female,4,CrowdWorks,6,6,7,9,7,2,0182bd2e43596b71.jpg,Mammal,OpenImages,0182bd2e43596b71_naka24_cw_Mammal,Japan,"[0, 0, 0, 0]"
Woman,"[1, 0, 0, 0, 0, 0]",3,"[0, 1, 0, 1, 0, 0, 0]","[0, 1, 0, 1, 0, 0, 0]",26,Female,4,CrowdWorks,6,6,7,9,7,2,0182bd2e43596b71.jpg,Woman,OpenImages,0182bd2e43596b71_naka24_cw_Woman,Japan,"[0, 0, 0, 0]"
Man,"[1, 0, 0, 0, 0, 0]",3,"[0, 1, 0, 1, 0, 0, 0]","[0, 1, 0, 1, 0, 0, 0]",26,Female,4,CrowdWorks,6,6,7,9,7,2,0182bd2e43596b71.jpg,Man,OpenImages,0182bd2e43596b71_naka24_cw_Man,Japan,"[0, 0, 0, 0]"
Person,"[1, 0, 1, 0, 0, 0]",4,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",29,Female,4,Prolific,4,8,6,7,9,2,0182bd2e43596b71.jpg,Person,OpenImages,0182bd2e43596b71_563e35190980220011572d9a_Person,UK,"[0, 0, 0, 0]"
Human body,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",29,Female,4,Prolific,4,8,6,7,9,2,0182bd2e43596b71.jpg,Human body,OpenImages,0182bd2e43596b71_563e35190980220011572d9a_Human body,UK,"[0, 0, 0, 0]"
Mammal,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",29,Female,4,Prolific,4,8,6,7,9,2,0182bd2e43596b71.jpg,Mammal,OpenImages,0182bd2e43596b71_563e35190980220011572d9a_Mammal,UK,"[0, 0, 0, 0]"
Woman,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",29,Female,4,Prolific,4,8,6,7,9,2,0182bd2e43596b71.jpg,Woman,OpenImages,0182bd2e43596b71_563e35190980220011572d9a_Woman,UK,"[0, 0, 0, 0]"
Man,"[1, 0, 0, 0, 0, 0]",4,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",29,Female,4,Prolific,4,8,6,7,9,2,0182bd2e43596b71.jpg,Man,OpenImages,0182bd2e43596b71_563e35190980220011572d9a_Man,UK,"[0, 0, 0, 0]"
Human hair,"[1, 0, 0, 1, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",38,Female,10,CrowdWorks,5,6,6,8,6,3,31448db4cd36ee82.jpg,Human hair,OpenImages,31448db4cd36ee82_miss.allsunday87_Human hair,Japan,"[0, 0, 0, 0]"
Human leg,"[1, 0, 0, 1, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",38,Female,10,CrowdWorks,5,6,6,8,6,3,31448db4cd36ee82.jpg,Human leg,OpenImages,31448db4cd36ee82_miss.allsunday87_Human leg,Japan,"[0, 0, 0, 0]"
Human body,"[1, 0, 0, 1, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",38,Female,10,CrowdWorks,5,6,6,8,6,3,31448db4cd36ee82.jpg,Human body,OpenImages,31448db4cd36ee82_miss.allsunday87_Human body,Japan,"[0, 0, 0, 0]"
Couch,"[0, 1, 0, 1, 0, 0]",4,"[0, 0, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",38,Female,10,CrowdWorks,5,6,6,8,6,3,31448db4cd36ee82.jpg,Couch,OpenImages,31448db4cd36ee82_miss.allsunday87_Couch,Japan,"[0, 0, 0, 0]"
Boy,"[1, 0, 0, 1, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",38,Female,10,CrowdWorks,5,6,6,8,6,3,31448db4cd36ee82.jpg,Boy,OpenImages,31448db4cd36ee82_miss.allsunday87_Boy,Japan,"[0, 0, 0, 0]"
Office building,"[0, 1, 1, 1, 1, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",38,Female,10,CrowdWorks,5,6,6,8,6,3,31448db4cd36ee82.jpg,Office building,OpenImages,31448db4cd36ee82_miss.allsunday87_Office building,Japan,"[0, 0, 0, 0]"
Man,"[1, 0, 0, 1, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",38,Female,10,CrowdWorks,5,6,6,8,6,3,31448db4cd36ee82.jpg,Man,OpenImages,31448db4cd36ee82_miss.allsunday87_Man,Japan,"[0, 0, 0, 0]"
Human hair,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",67,Male,4,CrowdWorks,6,6,9,6,8,1,31448db4cd36ee82.jpg,Human hair,OpenImages,31448db4cd36ee82_oisobach_Human hair,Japan,"[0, 0, 0, 0]"
Human leg,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",67,Male,4,CrowdWorks,6,6,9,6,8,1,31448db4cd36ee82.jpg,Human leg,OpenImages,31448db4cd36ee82_oisobach_Human leg,Japan,"[0, 0, 0, 0]"
Human body,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",67,Male,4,CrowdWorks,6,6,9,6,8,1,31448db4cd36ee82.jpg,Human body,OpenImages,31448db4cd36ee82_oisobach_Human body,Japan,"[0, 0, 0, 0]"
Couch,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",67,Male,4,CrowdWorks,6,6,9,6,8,1,31448db4cd36ee82.jpg,Couch,OpenImages,31448db4cd36ee82_oisobach_Couch,Japan,"[0, 0, 0, 0]"
Boy,"[1, 1, 0, 0, 0, 0]",2,"[0, 0, 1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",67,Male,4,CrowdWorks,6,6,9,6,8,1,31448db4cd36ee82.jpg,Boy,OpenImages,31448db4cd36ee82_oisobach_Boy,Japan,"[0, 0, 0, 0]"
Office building,"[1, 1, 0, 0, 0, 0]",3,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",67,Male,4,CrowdWorks,6,6,9,6,8,1,31448db4cd36ee82.jpg,Office building,OpenImages,31448db4cd36ee82_oisobach_Office building,Japan,"[0, 0, 0, 0]"
Man,"[1, 0, 0, 0, 0, 0]",3,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",67,Male,4,CrowdWorks,6,6,9,6,8,1,31448db4cd36ee82.jpg,Man,OpenImages,31448db4cd36ee82_oisobach_Man,Japan,"[0, 0, 0, 0]"
Human hair,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",74,Female,5,Prolific,7,9,8,5,10,3,31448db4cd36ee82.jpg,Human hair,OpenImages,31448db4cd36ee82_5b56268c0b0ff80001cb5741_Human hair,UK,"[0, 0, 0, 0]"
Human leg,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",74,Female,5,Prolific,7,9,8,5,10,3,31448db4cd36ee82.jpg,Human leg,OpenImages,31448db4cd36ee82_5b56268c0b0ff80001cb5741_Human leg,UK,"[0, 0, 0, 0]"
Human body,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",74,Female,5,Prolific,7,9,8,5,10,3,31448db4cd36ee82.jpg,Human body,OpenImages,31448db4cd36ee82_5b56268c0b0ff80001cb5741_Human body,UK,"[0, 0, 0, 0]"
Couch,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",74,Female,5,Prolific,7,9,8,5,10,3,31448db4cd36ee82.jpg,Couch,OpenImages,31448db4cd36ee82_5b56268c0b0ff80001cb5741_Couch,UK,"[0, 0, 0, 0]"
Boy,"[0, 1, 0, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",74,Female,5,Prolific,7,9,8,5,10,3,31448db4cd36ee82.jpg,Boy,OpenImages,31448db4cd36ee82_5b56268c0b0ff80001cb5741_Boy,UK,"[0, 0, 0, 0]"
Office building,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",74,Female,5,Prolific,7,9,8,5,10,3,31448db4cd36ee82.jpg,Office building,OpenImages,31448db4cd36ee82_5b56268c0b0ff80001cb5741_Office building,UK,"[0, 0, 0, 0]"
Man,"[0, 1, 0, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",74,Female,5,Prolific,7,9,8,5,10,3,31448db4cd36ee82.jpg,Man,OpenImages,31448db4cd36ee82_5b56268c0b0ff80001cb5741_Man,UK,"[0, 0, 0, 0]"
Human hair,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",58,Male,3,Prolific,8,6,9,4,5,1,31448db4cd36ee82.jpg,Human hair,OpenImages,31448db4cd36ee82_62fa76a8d6bb71d857185b66_Human hair,UK,"[0, 0, 0, 0]"
