category,informationType,informativeness,sharing,age,gender,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originCategory,datasetName,id,bbox
Television,4,5,3,43,Other,Prolific,9,8,10,4,7,1137115713a9b356.jpg,Television,OpenImages,1137115713a9b356_Television,"[0, 0, 0, 0]"
Clothing,4,5,3,40,Male,Prolific,4,8,8,8,8,062973d55a1303d6.jpg,Clothing,OpenImages,062973d55a1303d6_Clothing,"[0, 0, 0, 0]"
Tool,4,5,3,40,Male,Prolific,4,8,8,8,8,062973d55a1303d6.jpg,Tool,OpenImages,062973d55a1303d6_Tool,"[0, 0, 0, 0]"
identity,0,6,0,36,Male,Prolific,6,9,9,3,10,0b0f048a1cff1c74.jpg,identity,OpenImages,0b0f048a1cff1c74_identity,"[0, 0, 0, 0]"
cat,0,4,1,39,Female,Prolific,4,5,8,6,8,124926.jpg,cat,LVIS,124926_cat,"[0, 0, 0, 0]"
Man,0,4,3,40,Male,Prolific,4,8,8,8,8,3567f456130c4ec2.jpg,Man,OpenImages,3567f456130c4ec2_Man,"[0, 0, 0, 0]"
license_plate,0,5,0,43,Other,Prolific,9,8,10,4,7,125572.jpg,license_plate,LVIS,125572_license_plate,"[0, 0, 0, 0]"
snowboard,2,3,2,23,Female,Prolific,6,8,7,6,6,112708.jpg,snowboard,LVIS,112708_snowboard,"[0, 0, 0, 0]"
jacket,3,2,1,23,Female,Prolific,6,8,7,6,6,112708.jpg,jacket,LVIS,112708_jacket,"[0, 0, 0, 0]"
goggles,2,2,1,23,Female,Prolific,6,8,7,6,6,112708.jpg,goggles,LVIS,112708_goggles,"[0, 0, 0, 0]"
street_sign,1,6,0,39,Female,Prolific,4,5,8,6,8,141331.jpg,street_sign,LVIS,141331_street_sign,"[0, 0, 0, 0]"
identity,4,3,0,36,Female,Prolific,9,8,10,5,7,03fc1d1fee824cae.jpg,identity,OpenImages,03fc1d1fee824cae_identity,"[0, 0, 0, 0]"
Person,0,5,1,36,Female,Prolific,4,7,4,6,9,5546478c4bce290e.jpg,Person,OpenImages,5546478c4bce290e_Person,"[0, 0, 0, 0]"
banner,3,5,2,43,Other,Prolific,9,8,10,4,7,11494.jpg,banner,LVIS,11494_banner,"[0, 0, 0, 0]"
cellular_telephone,0,6,0,43,Other,Prolific,9,8,10,4,7,11494.jpg,cellular_telephone,LVIS,11494_cellular_telephone,"[0, 0, 0, 0]"
license_plate,0,5,0,36,Male,Prolific,6,9,9,3,10,142324.jpg,license_plate,LVIS,142324_license_plate,"[0, 0, 0, 0]"
Manual Label,1,5,0,24,Male,Prolific,6,6,8,4,6,150599.jpg,name ,LVIS,150599_0,"[114, 169, 195, 189]"
Manual Label,0,5,2,28,Female,Prolific,8,8,5,9,8,a4ce8204dc010b24.jpg,name of owner and brand ,OpenImages,a4ce8204dc010b24_0,"[536, 18, 363, 86]"
Manual Label,0,5,1,42,Female,Prolific,4,5,6,10,4,12145.jpg,number plate,LVIS,12145_0,"[293, 397, 105, 43]"
Manual Label,4,2,1,32,Male,CrowdWorks,3,7,7,8,5,0555a1f17c73207c.jpg,国籍,OpenImages,0555a1f17c73207c_0,"[150.17585727577622, 209.17585727577622, 280.4267841465356, 315.0611678459085]"
Manual Label,0,6,0,62,Male,Prolific,2,3,7,6,9,70f4fa357528a5d3.jpg,face,OpenImages,70f4fa357528a5d3_0,"[520, 32, 215, 219]"
Manual Label,0,6,0,41,Female,CrowdWorks,5,5,7,8,7,151327.jpg,男性の顔,LVIS,151327_0,"[186, 119, 52, 50]"
Manual Label,0,4,1,35,Female,Prolific,5,6,6,10,6,151327.jpg,people's faces,LVIS,151327_0,"[149.22027972027976, 77, 440.5594405594406, 115]"
Manual Label,3,6,2,34,Female,CrowdWorks,4,6,5,8,9,152501.jpg,シャツの柄,LVIS,152501_0,"[305, 353, 134, 81]"
Manual Label,0,4,1,44,Female,Prolific,9,9,9,4,9,152501.jpg,People,LVIS,152501_0,"[166, 124, 308, 218]"
Manual Label,0,6,0,37,Male,CrowdWorks,4,4,5,7,4,31620.jpg,persons,LVIS,31620_0,"[186, 218, 135, 223]"
Manual Label,0,6,0,45,Female,CrowdWorks,3,8,10,8,6,12614.jpg,女性,LVIS,12614_0,"[178, 86, 101, 122]"
Manual Label,0,3,1,22,Female,Prolific,6,5,5,5,5,459121.jpg,Child,LVIS,459121_0,"[210, 121, 97, 203]"
Manual Label,0,4,0,46,Female,Prolific,4,6,7,6,6,112798.jpg,notebook with handwritten notes,LVIS,112798_0,"[391, 252, 249, 119]"
Manual Label,0,4,2,28,Male,CrowdWorks,4,8,8,6,8,119337.jpg,顔,LVIS,119337_0,"[120, 37, 355, 154]"
Manual Label,0,3,1,64,Female,Prolific,3,8,9,8,10,119337.jpg,Human face,LVIS,119337_0,"[262, 23, 16, 127]"
Manual Label,0,6,1,41,Male,CrowdWorks,4,6,8,5,8,123411.jpg,人の顔,LVIS,123411_0,"[172, 69, 182, 177]"
Manual Label,0,4,1,25,Female,CrowdWorks,2,9,7,10,9,146190.jpg,BOY,LVIS,146190_0,"[245, 212, 102, 210]"
Manual Label,0,3,1,53,Male,Prolific,5,6,9,6,5,146190.jpg,person,LVIS,146190_0,"[238, 191, 88, 87]"
Manual Label,0,6,1,47,Male,CrowdWorks,6,8,8,9,9,149623.jpg,男性の顔,LVIS,149623_0,"[316, 23, 77, 70]"
Manual Label,0,5,0,37,Male,CrowdWorks,8,6,8,8,6,006f87bf928f9ba3.jpg,女性,OpenImages,006f87bf928f9ba3_0,"[382, 618, 29, 328]"
Manual Label,4,6,0,25,Female,Prolific,4,7,6,9,10,107656.jpg,The room layout,LVIS,107656_0,"[3, 1, 493, 373]"
Manual Label,3,6,1,58,Female,Prolific,6,4,7,7,9,375004.jpg,photograph,LVIS,375004_0,"[140, 226, 56, 52]"
Manual Label,0,4,1,51,Male,CrowdWorks,8,6,8,4,7,103589.jpg,human,LVIS,103589_0,"[353, 94, 138, 97]"
Manual Label,1,2,1,51,Male,CrowdWorks,8,7,7,6,7,06e011fbb8d24f19.jpg,hut,OpenImages,06e011fbb8d24f19_0,"[855, 60, 164, 412]"
Manual Label,0,5,0,36,Male,Prolific,5,5,6,9,7,134112.jpg,laptop,LVIS,134112_0,"[12, 96, 377, 247]"
Manual Label,1,4,2,27,Male,Prolific,6,7,8,2,6,117993.jpg,Signs,LVIS,117993_0,"[179, 85, 249, 77]"
Manual Label,0,6,0,46,Male,CrowdWorks,4,5,8,7,4,140460.jpg,driver,LVIS,140460_0,"[45, 282, 62, 43]"
Manual Label,0,5,1,31,Male,CrowdWorks,3,8,5,7,6,165760.jpg,人物,LVIS,165760_0,"[244.00000000000014, 1.2517482517482525, 397.99999999999994, 163.49650349650358]"
Manual Label,0,5,0,41,Female,CrowdWorks,5,5,7,8,7,153638.jpg,パソコンの画面,LVIS,153638_0,"[136, 25, 368, 209]"
Manual Label,4,4,0,35,Female,Prolific,5,6,6,10,6,153638.jpg,computer files,LVIS,153638_0,"[127, 13, 142, 63]"
Manual Label,0,5,0,54,Male,Prolific,8,9,8,4,8,115521.jpg,people's faces,LVIS,115521_0,"[203, 0, 275, 152]"
Manual Label,2,5,0,19,Male,Prolific,5,6,6,6,7,403656193dc35cad.jpg,key,OpenImages,403656193dc35cad_0,"[661.9999999999995, 431.925, 224.9999999999999, 111.14999999999995]"
Manual Label,1,4,2,36,Other,CrowdWorks,3,7,6,7,4,06b024413ad385a7.jpg,Sign,OpenImages,06b024413ad385a7_0,"[451, 163, 141, 54]"
Manual Label,0,4,1,40,Female,Prolific,5,10,8,4,5,5337819360fbbe51.jpg,people at work,OpenImages,5337819360fbbe51_0,"[-248, 1028, 102, 36]"
Manual Label,2,3,2,43,Male,CrowdWorks,4,3,6,5,8,484549.jpg,猫,LVIS,484549_0,"[184.7100942558139, 34.78402659631281, 161.5798114883716, 297.4319468073747]"
Manual Label,0,6,0,42,Female,Prolific,6,7,10,5,9,034143ae71047bbc.jpg,Name,OpenImages,034143ae71047bbc_0,"[137, 374, 108, 77]"
Manual Label,1,4,2,51,Female,CrowdWorks,5,6,7,8,6,207206c41c624c21.jpg,建物の外観,OpenImages,207206c41c624c21_0,"[6, 254, 274, 278]"
Manual Label,2,0,2,43,Male,CrowdWorks,4,3,6,5,8,187886.jpg,瓶,LVIS,187886_0,"[82, 58, 33, 94]"
Manual Label,0,4,1,33,Female,Prolific,6,8,8,4,9,223741.jpg,child,LVIS,223741_0,"[356, 66, 110, 105]"
Manual Label,1,6,2,31,Male,Prolific,4,6,5,3,6,126592.jpg,Street sign,LVIS,126592_0,"[234, 44, 212, 114]"
Manual Label,0,4,1,53,Female,CrowdWorks,6,10,9,4,10,168943.jpg,人物の顔,LVIS,168943_0,"[297, 56, 88, 89]"
Manual Label,0,5,0,37,Male,Prolific,4,5,5,5,10,168943.jpg,Males Face,LVIS,168943_0,"[291, 52, 170, 155]"
Manual Label,0,6,0,45,Female,CrowdWorks,3,8,10,8,6,119709.jpg,人物,LVIS,119709_0,"[35, 24, 276, 292]"
Manual Label,0,6,0,22,Female,CrowdWorks,6,6,8,4,5,241503.jpg,窓,LVIS,241503_0,"[437, 9, 194, 138]"
Manual Label,2,1,1,32,Male,Prolific,3,5,5,4,8,241503.jpg,Room interior,LVIS,241503_0,"[39, 37, 525, 433]"
Manual Label,1,6,0,24,Male,Prolific,6,6,8,4,6,43191.jpg,booklet,LVIS,43191_0,"[31, 147, 328, 410]"
Manual Label,1,2,2,35,Female,CrowdWorks,8,7,7,7,8,145873.jpg,交通標識,LVIS,145873_0,"[135, 376, 171, 29]"
Manual Label,0,4,1,32,Male,CrowdWorks,3,7,7,8,5,18396.jpg,容姿,LVIS,18396_0,"[149, 12, 417, 582]"
Manual Label,2,0,2,43,Male,CrowdWorks,4,3,6,5,8,408bfc9875660552.jpg,額縁,OpenImages,408bfc9875660552_0,"[25.242647058823536, 220.99999999999991, 75.51470588235296, 83.99999999999996]"
Manual Label,1,4,2,34,Male,Prolific,2,7,7,4,6,265432.jpg,bathroom,LVIS,265432_0,"[8, 4, 624, 415]"
Manual Label,0,2,1,32,Female,CrowdWorks,2,7,6,9,6,127324.jpg,face,LVIS,127324_0,"[264.786306420884, 129.08095490267925, 45.26894016945266, 52.97429168765736]"
Manual Label,0,6,0,53,Female,CrowdWorks,5,5,7,6,6,245729.jpg,人,LVIS,245729_0,"[306, 44, 87, 192]"
Manual Label,0,6,0,43,Female,CrowdWorks,3,5,5,9,6,115355.jpg,顔,LVIS,115355_0,"[10, 7, 209, 213]"
Manual Label,0,6,2,34,Male,Prolific,2,7,7,4,6,104999.jpg,face,LVIS,104999_0,"[54, 18, 152, 151]"
Manual Label,1,5,1,49,Female,CrowdWorks,3,7,9,7,8,117922.jpg,建物,LVIS,117922_0,"[6.251403164457266, 35.17770623457944, 456.63314937313737, 373.70684630301577]"
Manual Label,1,6,1,43,Female,Prolific,4,6,8,10,10,123053.jpg,Street Name,LVIS,123053_0,"[378, 105, 77, 56]"
Manual Label,0,4,1,47,Other,CrowdWorks,8,6,5,5,9,106657.jpg,face,LVIS,106657_0,"[153, 9, 252, 245]"
Manual Label,0,6,1,25,Male,Prolific,7,9,3,9,6,106657.jpg,Face,LVIS,106657_0,"[131, 2, 219, 238]"
Manual Label,2,2,2,45,Female,CrowdWorks,3,8,10,8,6,62e2f86f8228662b.jpg,ポスター,OpenImages,62e2f86f8228662b_0,"[65, 54, 224, 327]"
Manual Label,0,5,1,41,Female,CrowdWorks,5,5,7,8,7,01bac85f962c2ff5.jpg,犬の目,OpenImages,01bac85f962c2ff5_0,"[277, 250, 266, 78]"
Manual Label,0,5,1,35,Female,Prolific,5,6,6,10,6,01bac85f962c2ff5.jpg,Dog tag,OpenImages,01bac85f962c2ff5_0,"[350, 558, 177, 198]"
Manual Label,0,2,1,41,Other,CrowdWorks,3,6,8,9,8,0b8b9d6b70643ef1.jpg,人,OpenImages,0b8b9d6b70643ef1_0,"[23, 15, 39, 55]"
Manual Label,1,4,1,25,Female,CrowdWorks,2,9,7,10,9,18809.jpg,SIGNBOARD,LVIS,18809_0,"[76, 16, 549, 64]"
Manual Label,0,5,0,53,Female,CrowdWorks,6,10,9,4,10,117156.jpg,子供達の顔,LVIS,117156_0,"[3, 80, 642, 346]"
Manual Label,0,3,0,53,Male,Prolific,5,6,9,6,5,117089.jpg,people,LVIS,117089_0,"[8, 1, 232, 56]"
Manual Label,0,5,0,32,Male,Prolific,3,5,5,4,8,138022.jpg,License plate,LVIS,138022_0,"[420, 480, 54, 25]"
Manual Label,0,6,0,63,Female,Prolific,4,8,7,8,6,232463.jpg,someones face,LVIS,232463_0,"[196.05039333663098, -28.239463308663275, 300.5393986212842, 329.8292552665789]"
Manual Label,0,3,0,39,Female,Prolific,9,8,7,5,6,152994.jpg,I'm unsure what is on the screen so it may be privacy information,LVIS,152994_0,"[55, 300, 182, 123]"
Manual Label,0,4,1,59,Female,Prolific,6,4,10,7,8,117988.jpg,Woman's side profile,LVIS,117988_0,"[208, 79, 61, 59]"
Manual Label,1,4,1,38,Female,CrowdWorks,8,6,8,4,6,108238.jpg,wall/post,LVIS,108238_0,"[193, 37, 129, 104]"
Manual Label,0,6,0,47,Male,CrowdWorks,6,8,8,9,9,334813.jpg,男性の顔,LVIS,334813_0,"[71, 117, 155, 154]"
Manual Label,0,5,1,45,Male,CrowdWorks,2,3,4,9,5,11661.jpg,顔,LVIS,11661_0,"[225, 53, 180, 182]"
Manual Label,0,5,2,35,Male,Prolific,2,5,7,9,8,11661.jpg,Person,LVIS,11661_0,"[227, 62, 155, 178]"
Manual Label,0,5,0,44,Other,CrowdWorks,4,7,8,7,6,120778.jpg,Human face,LVIS,120778_0,"[223, 138, 89, 126]"
Manual Label,1,4,1,55,Female,CrowdWorks,4,6,8,7,6,132408.jpg,男性,LVIS,132408_0,"[45, 270, 56, 97]"
Manual Label,0,5,1,41,Other,CrowdWorks,3,6,8,9,8,117222.jpg,人,LVIS,117222_0,"[394, 38, 42, 74]"
Manual Label,0,6,1,60,Male,CrowdWorks,7,8,8,8,4,186720.jpg,face1,LVIS,186720_0,"[95.9150698637877, 229.13505554127215, 165.5022027683969, 127.94141916138487]"
Manual Label,0,6,0,41,Other,CrowdWorks,3,6,8,9,8,278796.jpg,人,LVIS,278796_0,"[208, 93, 112, 91]"
Manual Label,0,4,1,34,Female,CrowdWorks,6,6,3,10,9,13659.jpg,man,LVIS,13659_0,"[171, 226, 120, 111]"
Manual Label,0,5,2,18,Male,Prolific,6,7,8,3,9,13659.jpg,Person,LVIS,13659_0,"[444, 2, 25, 66]"
Manual Label,0,5,2,45,Female,CrowdWorks,3,8,10,8,6,204825.jpg,人物,LVIS,204825_0,"[122, 302, 316, 113]"
Manual Label,1,3,1,41,Female,CrowdWorks,5,5,7,8,7,102411.jpg,注意書きの看板,LVIS,102411_0,"[160, 106, 104, 51]"
Manual Label,0,5,1,47,Other,CrowdWorks,8,6,5,5,9,297353.jpg,face,LVIS,297353_0,"[227, 43, 185, 107]"
Manual Label,0,6,1,25,Male,Prolific,7,9,3,9,6,297353.jpg,Face,LVIS,297353_0,"[298, 61, 76, 96]"
Manual Label,0,6,1,38,Female,CrowdWorks,8,6,8,4,6,303260.jpg,face,LVIS,303260_0,"[297, 102, 147, 128]"
Manual Label,0,6,1,52,Male,CrowdWorks,6,6,8,7,7,165624613ce0b10a.jpg,顔写真,OpenImages,165624613ce0b10a_0,"[97, 249, 734, 347]"
Manual Label,0,6,0,35,Male,CrowdWorks,3,3,4,10,8,274724.jpg,face,LVIS,274724_0,"[216, 114, 106, 117]"
Manual Label,0,4,2,54,Male,CrowdWorks,4,5,4,8,6,314480.jpg,顔,LVIS,314480_0,"[65, 144, 71, 68]"
Manual Label,1,5,0,64,Female,Prolific,3,8,9,8,10,251016.jpg,Map/tourist brochure,LVIS,251016_0,"[390, 283, 65, 77]"
Manual Label,3,5,0,25,Male,Prolific,4,5,8,3,6,114226.jpg,Social Media,LVIS,114226_0,"[172, 116, 149, 243]"
Manual Label,1,6,1,22,Female,CrowdWorks,6,6,8,4,5,128512.jpg,空港の壁,LVIS,128512_0,"[35, 33, 343, 155]"
Manual Label,3,3,2,29,Male,CrowdWorks,2,5,2,9,2,269311.jpg,人,LVIS,269311_0,"[40, 78, 276, 565]"
Manual Label,0,4,1,33,Female,CrowdWorks,4,6,5,7,4,290959.jpg,face,LVIS,290959_0,"[82.78300880187645, 96.95810092560399, 499.8820786783165, 172.05590922126862]"
Manual Label,0,3,2,37,Female,Prolific,6,6,7,6,9,290959.jpg,Mans face,LVIS,290959_0,"[59, 91, 103, 100]"
Manual Label,0,5,1,31,Male,CrowdWorks,3,8,5,7,6,115245.jpg,男,LVIS,115245_0,"[199.00000000000017, 0.25, 88.00000000000009, 64.5]"
Manual Label,0,5,2,40,Male,Prolific,7,6,8,3,5,221246.jpg,face,LVIS,221246_0,"[95, 403.00000000000006, 124, 120]"
Manual Label,2,4,2,26,Female,Prolific,6,5,5,9,7,22487.jpg,uniform,LVIS,22487_0,"[437, 232, 32, 38]"
Manual Label,0,5,1,70,Male,CrowdWorks,2,5,7,9,8,269788.jpg,人物の顔,LVIS,269788_0,"[449, 99, 78, 102]"
Manual Label,0,3,1,34,Female,CrowdWorks,6,6,3,10,9,119647.jpg,car,LVIS,119647_0,"[436, 238, 55, 61]"
Manual Label,0,6,3,27,Male,Prolific,6,9,6,4,10,1ca7214feb50012a.jpg,Watermark,OpenImages,1ca7214feb50012a_0,"[684, 578, 339, 108]"
Manual Label,1,6,0,19,Male,Prolific,5,6,6,6,7,5b906e188aac9f24.jpg,window,OpenImages,5b906e188aac9f24_0,"[363, 223, 96, 113]"
Manual Label,0,3,0,32,Male,Prolific,3,5,5,4,8,150265.jpg,Individuals face,LVIS,150265_0,"[56, 80, 53, 59]"
Manual Label,0,6,1,21,Male,Prolific,6,8,7,9,9,322056.jpg,Face,LVIS,322056_0,"[300, 17, 143, 168]"
Manual Label,0,4,0,35,Female,CrowdWorks,4,8,2,10,6,122551.jpg,人,LVIS,122551_0,"[501, 193, 51, 86]"
Manual Label,1,3,0,51,Female,Prolific,6,8,8,7,7,170558.jpg,sign,LVIS,170558_0,"[335.66668701171875, 236.66668701171875, 62, 128]"
Manual Label,1,5,0,43,Male,CrowdWorks,4,3,6,5,8,0013ea2087020901.jpg,建物,OpenImages,0013ea2087020901_0,"[508.1724999999996, -0.48173762338163595, 219.6549999999995, 630.9634752467629]"
Manual Label,1,6,0,22,Female,CrowdWorks,6,6,8,4,5,133183.jpg,店の看板,LVIS,133183_0,"[151, 326, 80, 58]"
Manual Label,2,0,2,43,Male,CrowdWorks,4,3,6,5,8,0472586d97db6daf.jpg,メガネ,OpenImages,0472586d97db6daf_0,"[465.2093878350521, 322.29049164359463, 34.648107340218736, 79.975293413887]"
Manual Label,1,2,1,45,Female,Prolific,5,8,8,6,7,135666.jpg,Sign,LVIS,135666_0,"[20, 63, 344, 138]"
Manual Label,0,6,0,41,Female,CrowdWorks,6,8,6,8,7,111022.jpg,写真立て,LVIS,111022_0,"[177, 255, 221, 76]"
Manual Label,0,6,0,41,Other,CrowdWorks,3,6,8,9,8,02c7385eedfe4f59.jpg,人,OpenImages,02c7385eedfe4f59_0,"[566, 24, 114, 111]"
Manual Label,0,4,0,28,Male,CrowdWorks,4,8,8,6,8,126137.jpg,顔,LVIS,126137_0,"[281, 49, 115, 98]"
Manual Label,1,6,1,43,Male,CrowdWorks,4,3,6,5,8,129980.jpg,内装,LVIS,129980_0,"[3, 0, 511, 633]"
Manual Label,0,6,1,42,Female,Prolific,4,5,6,10,4,252576.jpg,faces,LVIS,252576_0,"[126.34033613445379, 147.99999999999997, 142.31932773109233, 99.99999999999997]"
Manual Label,1,6,1,59,Female,Prolific,8,5,6,9,9,133113.jpg,Street sign ,LVIS,133113_0,"[50, 320, 94, 55]"
Manual Label,0,5,1,29,Male,Prolific,5,7,5,7,10,238450f5d97b2d2b.jpg,Picture frame,OpenImages,238450f5d97b2d2b_0,"[449, 356, 73, 104]"
Manual Label,0,4,1,43,Male,CrowdWorks,7,6,8,4,8,103465.jpg,壁の紙,LVIS,103465_0,"[352, 402, 41, 59]"
Manual Label,4,4,1,36,Male,Prolific,5,5,6,9,7,103465.jpg,clock,LVIS,103465_0,"[126, 111, 199, 382]"
Manual Label,1,6,1,28,Female,Prolific,8,8,5,9,8,47f9deda0eede138.jpg,Name of company,OpenImages,47f9deda0eede138_0,"[656, 199, 65, 37]"
Manual Label,1,4,2,31,Male,CrowdWorks,4,6,5,4,9,133645.jpg,船,LVIS,133645_0,"[199, 178, 170, 118]"
Manual Label,0,6,0,49,Male,CrowdWorks,3,5,6,8,10,140263.jpg,face,LVIS,140263_0,"[282.2522321990893, 123.1703579499056, 144.2641207904168, 192.32935758772618]"
Manual Label,0,5,1,25,Male,Prolific,7,9,3,9,6,145645.jpg,Face,LVIS,145645_0,"[308, 174, 30, 37]"
Manual Label,0,4,2,22,Female,Prolific,4,8,6,6,6,277122.jpg,Man's Face,LVIS,277122_0,"[242, 68, 55, 62]"
Manual Label,4,4,2,36,Male,Prolific,5,5,6,9,7,442ed5b801e871f9.jpg,nail polish,OpenImages,442ed5b801e871f9_0,"[365, 96, 433, 415]"
Manual Label,2,4,3,43,Other,Prolific,7,9,5,4,7,126674.jpg,Veteran sign,LVIS,126674_0,"[112, 183, 233, 101]"
Manual Label,0,6,1,38,Male,CrowdWorks,4,5,6,7,8,0e9a64d2f2b322a5.jpg,様相,OpenImages,0e9a64d2f2b322a5_0,"[310.38638552837796, 21.1262626262626, 289.2272289432437, 318.7474747474745]"
Manual Label,0,2,1,55,Female,CrowdWorks,4,6,8,7,6,10056.jpg,運転手,LVIS,10056_0,"[201.1450188523627, 291.72400574716477, 31.46696334682775, 46.26728679685302]"
Manual Label,1,3,1,29,Male,CrowdWorks,2,5,2,9,2,129026.jpg,窓,LVIS,129026_0,"[0, 4, 400, 209]"
Manual Label,1,5,2,43,Male,CrowdWorks,7,6,8,4,8,101115.jpg,周囲の景色,LVIS,101115_0,"[0.9999999999999991, 0.3526490066225164, 635.9999999999997, 369.29470198675494]"
Manual Label,0,6,3,45,Female,CrowdWorks,3,8,10,8,6,141416.jpg,人物,LVIS,141416_0,"[9, 7, 624, 97]"
Manual Label,0,2,2,29,Male,Prolific,7,8,8,6,6,141416.jpg,Sunglasses ,LVIS,141416_0,"[75, 47, 37, 26]"
Manual Label,0,6,0,35,Male,CrowdWorks,3,3,4,10,8,118544.jpg,Human face,LVIS,118544_0,"[71, 12, 55, 79]"
Manual Label,0,6,1,31,Male,CrowdWorks,6,4,5,8,3,383703.jpg,person,LVIS,383703_0,"[255, 26, 139, 197]"
Manual Label,1,6,2,37,Female,Prolific,4,6,6,9,5,383703.jpg,Hat,LVIS,383703_0,"[306, 68, 73, 63]"
Manual Label,0,3,2,27,Male,Prolific,6,9,8,9,6,162557.jpg,Band,LVIS,162557_0,"[295, 259, 285, 112]"
Manual Label,1,4,1,33,Female,Prolific,4,4,6,6,7,48bd83368a70defc.jpg,View outside window,OpenImages,48bd83368a70defc_0,"[362, 16, 286, 232]"
Manual Label,0,4,1,25,Female,CrowdWorks,2,9,7,10,9,1296.jpg,WOMAN,LVIS,1296_0,"[25.2516522379202, 18.84315384531861, 390.65608001259693, 555.1702560650483]"
Manual Label,0,4,0,53,Male,Prolific,5,6,9,6,5,1296.jpg,face,LVIS,1296_0,"[83, 13, 213, 300]"
Manual Label,0,4,1,54,Male,CrowdWorks,4,5,4,8,6,213829.jpg,人物,LVIS,213829_0,"[121.05107536447082, 113.48832865450176, 292.6362187634932, 92.28320168127603]"
Manual Label,1,5,1,45,Male,CrowdWorks,5,5,8,6,4,150874.jpg,landscape,LVIS,150874_0,"[203, 97, 111, 118]"
Manual Label,0,2,0,28,Male,CrowdWorks,4,8,8,6,8,103935.jpg,ゼッケンNO,LVIS,103935_0,"[221, 83, 74, 55]"
Manual Label,0,6,1,45,Female,CrowdWorks,3,8,10,8,6,276476.jpg,友人,LVIS,276476_0,"[255, 186, 128, 141]"
Manual Label,0,5,1,43,Female,Prolific,4,6,8,10,10,139429.jpg,Face,LVIS,139429_0,"[210, 92, 58, 55]"
Manual Label,4,6,0,43,Female,Prolific,4,6,8,10,10,124367.jpg,Notice Board,LVIS,124367_0,"[167, 37, 148, 119]"
Manual Label,0,6,1,37,Female,Prolific,4,6,6,9,5,af6e45d2e9a8b7a3.jpg,People,OpenImages,af6e45d2e9a8b7a3_0,"[120, 682, 41, 74]"
Manual Label,0,5,1,38,Male,CrowdWorks,4,5,6,7,8,361670.jpg,人の顔,LVIS,361670_0,"[29, 93, 123, 59]"
Manual Label,0,6,0,19,Male,Prolific,5,6,6,6,7,104349.jpg,laptop,LVIS,104349_0,"[61, 453, 299, 177]"
Manual Label,0,4,1,41,Female,CrowdWorks,5,5,7,8,7,126409.jpg,ブラインド,LVIS,126409_0,"[10, 18, 434, 29]"
Manual Label,1,5,1,24,Male,Prolific,6,6,8,4,6,145381.jpg,halloween poster,LVIS,145381_0,"[28, 5, 313, 268]"
Manual Label,2,0,3,29,Male,Prolific,5,7,5,7,10,073656ee0dc47e82.jpg,Book,OpenImages,073656ee0dc47e82_0,"[683, 622, 269, 298]"
Manual Label,2,5,0,42,Female,CrowdWorks,5,4,7,9,7,215778.jpg,computer display,LVIS,215778_0,"[167, 28, 241, 179]"
Manual Label,0,1,1,53,Female,CrowdWorks,6,10,9,4,10,237064.jpg,人物の顔,LVIS,237064_0,"[-303, 696, 92, 23]"
Manual Label,0,4,1,37,Male,Prolific,4,5,5,5,10,237064.jpg,Face,LVIS,237064_0,"[262, 237, 73, 81]"
Manual Label,1,5,1,43,Male,CrowdWorks,7,6,8,4,8,1503.jpg,周囲の景色,LVIS,1503_0,"[1.9999999999999993, 2.355263157894738, 61.99999999999997, 90.28947368421058]"
Manual Label,0,4,0,28,Male,CrowdWorks,4,8,8,6,8,140332.jpg,男性顔,LVIS,140332_0,"[56, 50, 143, 170]"
Manual Label,0,4,1,35,Female,CrowdWorks,4,8,2,10,6,108762.jpg,人の顔,LVIS,108762_0,"[180.6201142752085, 104.62011427520842, 171.0225515334871, 114.48617086126]"
Manual Label,3,6,1,33,Female,Prolific,4,4,6,6,7,108762.jpg,Person,LVIS,108762_0,"[208, 120, 125, 255]"
Manual Label,0,5,0,59,Female,Prolific,6,4,10,7,8,106484.jpg,A Dalmatian dog,LVIS,106484_0,"[21, 313, 371, 297]"
Manual Label,0,5,1,52,Male,CrowdWorks,6,6,8,7,7,150508.jpg,横顔,LVIS,150508_0,"[356, 7, 86, 92]"
Manual Label,0,6,1,38,Male,CrowdWorks,4,5,6,7,8,197807.jpg,人の顔,LVIS,197807_0,"[150, 20, 74, 94]"
Manual Label,1,6,0,22,Female,CrowdWorks,6,6,8,4,5,394900.jpg,背景,LVIS,394900_0,"[81, 17, 398, 99]"
Manual Label,0,4,0,40,Male,Prolific,7,6,8,3,5,123944.jpg,Face,LVIS,123944_0,"[144, 150, 41, 34]"
Manual Label,0,2,1,27,Male,CrowdWorks,10,7,8,3,10,115870.jpg,人,LVIS,115870_0,"[32.34090909090909, 55.999999999999986, 590.3181818181822, 316.99999999999994]"
Manual Label,1,6,2,51,Male,CrowdWorks,8,7,7,6,7,008637722500f239.jpg,house,OpenImages,008637722500f239_0,"[95, 0, 750, 218]"
Manual Label,1,4,2,51,Female,CrowdWorks,5,6,7,8,6,128127.jpg,店内の内装,LVIS,128127_0,"[287, 104, 191, 126]"
Manual Label,0,4,2,40,Male,Prolific,7,6,8,3,5,179155.jpg,People,LVIS,179155_0,"[7, 147, 489, 70]"
